AgenteCausale,DescrAgenteCausale,Gruppo,DescrGruppo,GrandeGruppo,DescrGrandeGruppo,,
11280209,Fosfato di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280304,Sali di nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280306,Solfato di nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280309,Leghe,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280499,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280701,Osmio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280799,Altri composti inorganici,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11300699,altro,3,AGENTI CHIMICI INORGANICI GRUPPO 0,1,AGENTI CHIMICI INORGANICI,,
11510100,Uranio,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11510400,Radio,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11510500,Trizio,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11520300,Iridio 192,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11600600,Acido perclorico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
11601400,Acido solforico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
11900100,Ozonuri,9,OZONO,1,AGENTI CHIMICI INORGANICI,,
11900299,altro,9,OZONO,1,AGENTI CHIMICI INORGANICI,,
12132010,Bifenile,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140403,Pirrolopirazina (it),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140901,Tetrazolo (it),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140999,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141302,Vinilpiridina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141305,Lutidina (dimetilpiridina),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141399,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12142501,Xantene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12142701,Fenazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12150002,Beta-pinene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12150099,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211210,1.1.2.2. - Tetracloroetano,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211399,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12212102,1,,,,,,
12220401,DERIVATI ALOGENATI DI IDROCARBURI ALICICLICI ( IODURATI),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230206,Cloronaftalene,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12311124,Alcool propargilico (it),3,ALCOLI,,,,
12311201,#NAME?,3,ALCOLI,,,,
12312001,Cicloesanolo,3,ALCOLI,,,,
12314001,Alcool furfurilico,3,ALCOLI,,,,
12321003,Glicole trietilenico,3,ALCOLI,,,,
12321013,2-etil-1,,,,,,
12331010,Timolo (metilisopropilfenolo),3,ALCOLI,,,,
12341001,Etere dimetilico,3,ALCOLI,,,,
12341009,Etere glicerolico,3,ALCOLI,,,,
12341010,Metilcellulosa,3,ALCOLI,,,,
12341011,Etilcellulosa,3,ALCOLI,,,,
12342002,Etere bis(clorometil) (etere diclorodimetilico) (BCME),3,ALCOLI,,,,
12342099,altro,3,ALCOLI,,,,
12343103,Etere monopropilico glicolico etilenico,3,ALCOLI,,,,
12343202,Etere monoetilico glicolico propilenico,3,ALCOLI,,,,
12343203,Etere monoisopropilico glicolico propilenico,3,ALCOLI,,,,
12343208,Etere monoetilico glicolico tripropilenico,3,ALCOLI,,,,
12351002,Fenetolo (etossibenzene),3,ALCOLI,,,,
12351007,Anetolo,3,ALCOLI,,,,
12351008,Safrolo,3,ALCOLI,,,,
12352099,altro,3,ALCOLI,,,,
12361007,Monossido di vinilcicloesano,3,ALCOLI,,,,
12361017,Biossido di butadiene,3,ALCOLI,,,,
12362004,Etere allilglicidilico,3,ALCOLI,,,,
12362007,Resorcinolo diglicidile etere3,3,ALCOLI,,,,
12371011,Gliossale etanediale,3,ALCOLI,,,,
12373001,Aldeidi alicicliche,3,ALCOLI,,,,
12374010,Aldeide cinnamica (3-fenilpropenale),3,ALCOLI,,,,
12376001,Derivati bisolfitici delle aldeidi,3,ALCOLI,,,,
12381106,Chetone metilisobutilico (4-metil-2-pentanone,,,,,,
12381308,Alfa-ionone beta-ionone,3,ALCOLI,,,,
12394001,Acetali eterociclici,3,ALCOLI,,,,
12401101,Acido formico,3,ALCOLI,,,,
12401104,Acido isobutirico,3,ALCOLI,,,,
12401107,Acido caproico,3,ALCOLI,,,,
12401199,altro,3,ALCOLI,,,,
12402001,Acido aminoacetico (glicina,,,,,,
12405001,Acido naftoico,3,ALCOLI,,,,
12406105,Acido ftalico,3,ALCOLI,,,,
12406303,Acido metilclorofenossiacetico (MCPA),3,ALCOLI,,,,
12407199,altro,3,ALCOLI,,,,
12408001,Acido peracetico,3,ALCOLI,,,,
12411001,Acido metanometanosolfonico,3,ALCOLI,,,,
12411005,Acido solfanilico (acido p-aminobenzenesolfonico),3,ALCOLI,,,,
12412099,altro,3,ALCOLI,,,,
12371007,3-metilbutanale,3,ALCOLI,,,,
12381105,Chetone metilbutilico (2-eptanone,,,,,,
12381107,Chetone metilamilico (2-eptanone),3,ALCOLI,,,,
12381109,Chetone dipropilico (4-eptanone),3,ALCOLI,,,,
12381117,Alcool diacetonico (4-idrossi-4-metil-2-pentanone),3,ALCOLI,,,,
12381499,altro,3,ALCOLI,,,,
12381501,Benzisotiazolina-3-uno,3,ALCOLI,,,,
12381602,Esafluoroacetone (it),3,ALCOLI,,,,
12382006,Antrachinone,3,ALCOLI,,,,
12382007,Alizarina (1,,,,,,
12382008,Antrachinone solfonico (acido carminico,,,,,,
12392001,Acetali aliciclici,3,ALCOLI,,,,
12401303,Acido tricloracetico,3,ALCOLI,,,,
12401304,Acido bromoacetico,3,ALCOLI,,,,
12403001,Acido piruvico,3,ALCOLI,,,,
12407102,Acido indolilacetico,3,ALCOLI,,,,
12407299,altro,3,ALCOLI,,,,
12411006,Acido alchilico solfonico (it),3,ALCOLI,,,,
12431199,altro,3,ALCOLI,,,,
12431206,Acetato propilico (it),3,ALCOLI,,,,
12431207,Acetato triacetinico (triacetato di glicerolo),3,ALCOLI,,,,
12431602,Acrilato etilico,3,ALCOLI,,,,
12432002,Diacetato etilenico,3,ALCOLI,,,,
12434201,Salicilato metilico,3,ALCOLI,,,,
12434304,Ftalato diottilico (DOP) (ftalato disooctilico DIOP),3,ALCOLI,,,,
12434401,Tereftalati,3,ALCOLI,,,,
12443006,Nitrito di amile,3,ALCOLI,,,,
12462001,Sali di acidi carbossilici aliciclici,3,ALCOLI,,,,
12491002,Acetammide,3,ALCOLI,,,,
12491009,Acetanilide,3,ALCOLI,,,,
12491010,Azodicarbonammide (azoformammide),3,ALCOLI,,,,
12491099,altro,3,ALCOLI,,,,
12493001,Fosforoammidi,3,ALCOLI,,,,
12501099,altro,3,ALCOLI,,,,
12521005,Acrilonitrile (vinilcianuro,,,,,,
12521016,Dicianammide di sodio,3,ALCOLI,,,,
12521020,Bromuro di cianogeno,3,ALCOLI,,,,
12521021,Cianoacetammide,3,ALCOLI,,,,
12521029,Piralonitrile (it),3,ALCOLI,,,,
12531103,Trimetilammin,3,ALCOLI,,,,
12531303,Trietanolammina,3,ALCOLI,,,,
12531502,Nitrosodietilammina (it),3,ALCOLI,,,,
12531701,Derivati solfonici di ammine alifatiche,3,ALCOLI,,,,
12533107,Benzidina (4,,,,,,
12533201,Sali di diazonio (it),3,ALCOLI,,,,
12535001,Guanidina,3,ALCOLI,,,,
12535002,N-metil-n(-nitro-n-nitrosoguanidina,3,ALCOLI,,,,
12535099,altro,3,ALCOLI,,,,
11110201,Litio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11110399,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11110799,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120103,Fluoruro di berillio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120106,Ossifluoruro di berillio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120107,Doppi silicati di zinco e berillio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120203,Ossidi di magnesio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120301,Calcio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120303,Arseniato di calcio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11130101,Boro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11130199,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140113,Solfuri di carbonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140115,Carbonati e bicarbonati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140405,Cloruro di stagno,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140406,Leghe,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140503,Ossido di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140513,Silicato di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150110,Biossido d'azoto,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150117,Tetrossido d'azoto,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150201,Fosforo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170208,Decolorante,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170305,Pentafluoruro di bromo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170403,Iodati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11210105,Carbonato di rame,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11210108,Arsenito di rame,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11210199,Altri composti,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220103,Cloruro di zinco,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220301,Mercurio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220303,Sali di mercurio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220315,Composti organici del mercurio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11230299,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11260107,Solfato di cromo,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11260399,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270104,Sali di manganese,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280206,Cianuro di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280211,Solfuro di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280212,Fluoruro di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280702,Leghe,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280901,Platino,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280902,Sali di platino,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11300600,Radon,3,AGENTI CHIMICI INORGANICI GRUPPO 0,1,AGENTI CHIMICI INORGANICI,,
11520700,Tallio 204,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11600800,Acido cromico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
11601500,Acido esafluorosilicico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
12112107,1,,,,,,
12121099,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12122004,Cicloesene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12131006,Stirene (vinilbenzene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12131007,Toluene di vinile (De) (metilstirene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132003,Antracene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140199,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140401,Pirrolo,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140501,Ossazolo,,,,,,
12140799,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140801,Triazolo,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141101,Ossazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141306,Collidina (trimetilpiridina,,,,,,
12141404,Piperazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211214,1-cloropropano (propilcloruro,,,,,,
12211216,1,,,,,,
12211299,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211401,Iodometano (ioduro di metile),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211501,Bromoclorometano,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12212199,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12212302,Bromuro di vinile (it),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220203,Eptacloro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220204,Clordano,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220206,Dieldrina,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220399,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220501,DERIVATI ALOGENATI DI IDROCARBURI ALICICLICI ( MISTI),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230204,Triclorobenzene,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230207,Cloruro di benzile (clorotoluene),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12240501,DERIVATI ALOGENATI DI IDROCARBURI ETEROCICLICI ( MISTI ),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12311111,2-ottanolo,3,ALCOLI,,,,
12311116,Alcool cetilico,3,ALCOLI,,,,
12311199,altro,3,ALCOLI,,,,
12311202,Dicofolo,3,ALCOLI,,,,
12311299,altro,3,ALCOLI,,,,
12312002,Metilcicloesanolo,3,ALCOLI,,,,
12321008,Glicole tripropilenico,3,ALCOLI,,,,
12322001,Cicloesanediolo,3,ALCOLI,,,,
12331006,Cresolo,3,ALCOLI,,,,
12331007,Xilenolo,3,ALCOLI,,,,
12331099,altro,3,ALCOLI,,,,
12342001,Etere clorometilmetilico (CMME),3,ALCOLI,,,,
12343105,Etere monobutilico glicolico etilenico,3,ALCOLI,,,,
12343106,Etere dietilico glicolico etilenico,3,ALCOLI,,,,
12343108,Etere monometilico glicolico dietilenico,3,ALCOLI,,,,
12343109,Etere monoetilico glicolico dietilenico,3,ALCOLI,,,,
12343207,Etere monometilico glicolico tripropilenico,3,ALCOLI,,,,
12343399,altro,3,ALCOLI,,,,
12344001,Eteri aliciclici,3,ALCOLI,,,,
12361016,Epicloridrina,3,ALCOLI,,,,
11110302,Perossidi di sodio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120101,Berillio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120202,Composti organici del magnesio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120305,Solfuro di calcio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11120401,Stronzio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11130299,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11130399,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140101,Carbonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140204,Silicati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140205,Tetrafluoruro di silicio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140499,Altri composti,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140508,Nitrato di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140599,Altri composti inorganici di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150111,Protossido d'azoto,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150120,Acido nitrico,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150205,Triimetilfosfato (composto organico),1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150402,Antimonite (stibina),1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150404,Solfuro di antimonio (pigmento rosso),1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160105,Idroperossido di cumene,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160210,Solfati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160214,Cloruro di solfirile,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160302,Idruro di selenio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160304,Seleniti,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170202,Cloruri,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170301,Bromo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170401,Iodio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170599,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11210101,Rame,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11210102,Ossido di rame,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220107,Composti organici di zinco,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220305,Cianuro mercurico,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11230201,Ittrio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11240101,Titanio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11240301,Afnio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250105,Cloroplatinato di vanadio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11260101,Cromo,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270299,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270301,Renio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270399,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280204,Cloruro di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280399,Altri composti inorganici,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280601,Palladio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11300100,Elio,3,AGENTI CHIMICI INORGANICI GRUPPO 0,1,AGENTI CHIMICI INORGANICI,,
11400000,Terre rare,4,TERRE RARE,1,AGENTI CHIMICI INORGANICI,,
11520100,Cobalto 60,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11601300,Acido fosforico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
11900200,Perossidi,9,OZONO,1,AGENTI CHIMICI INORGANICI,,
12111008,Eptano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112101,Etilene (etene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112103,Propilene (propene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112104,Esadiene (it),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12131001,Benzene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132002,Tetralina (tetraidronaftalene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132008,Benzoantracene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140899,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141201,Diossina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12142301,Chinolina,,,,,,
12142601,Acridina (dibenzopiridina,,,,,,
12142801,Fenotiazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12142901,Fenoossazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211209,1.1.2. - Tricloroetano (tricloruro di vinile Dk)t,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211302,Bromuro di etilene (bromometano,,,,,,
12211505,Bromoclorodifluorometano R12B1,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211510,1,,,,,,
12211511,1,,,,,,
12212202,1,,,,,,
12212401,DERIVATI ALOGENATI DI IDROCARBURI ALIFATICI  INSATURI  ( IODURATI),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220207,Tossafene,,,,,,
12230101,DERIVATI ALOGENATI DI IDROCARBURI AROMATICI ( FLUORURATI ),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230202,1,,,,,,
12230205,Policlorobifenili (PCB,,,,,,
12240201,Cloropiridine,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
